Gene.symbol	Gene.ID	adj.P.Val	logFC
TMC4	147798	3.34986614867298e-05	-0.387012663877171
GTF3C2	2976	3.35065954303152e-05	0.279777815668156
		3.35465910814192e-05	0.632844953437511
SMIM14	201895	3.35564821267822e-05	-0.912017494545498
		3.35681430412397e-05	-0.671914489419452
NDUFS5///SNORA70///RPL10///DNASE1L1	4725///26778///6134///1774	3.36420157395715e-05	0.79156792678169
FGD4	121512	3.36580772851507e-05	-1.16423934614715
CHCHD5	84269	3.36617890103265e-05	-0.466164445768458
EEF2KMT	196483	3.37135232409333e-05	0.42399756465993
FAM69C	125704	3.37265611124137e-05	1.00588303858591
		3.3746646830068e-05	-0.736188567033969
AMT///AMT	275///275	3.38637845185406e-05	-0.447574689652424
AQP3	360	3.39975663600818e-05	-1.08886389925532
SLC35E2B	728661	3.40006680976953e-05	-0.377294503270512
ERCC8	1161	3.40658253036877e-05	0.487608409050775
PTPN3	5774	3.40691089393432e-05	0.745371871657607
KMT5C	84787	3.4298054593128e-05	0.318292678517965
FAM46C	54855	3.4300205806207e-05	-1.3443364406905
		3.43082022770637e-05	0.878547390388164
C2orf40	84417	3.43303564266161e-05	-0.440888351363491
LLPH-AS1///LLPH	103625681///84298	3.43600889980286e-05	-0.460117348348651
VPS37D	155382	3.43910911283867e-05	-0.28032088706955
PASK	23178	3.44266370968682e-05	0.530028334158417
TOMM22	56993	3.44266370968682e-05	0.564612124984802
ANKRD54	129138	3.45157986877627e-05	0.284117357202759
CRLF2///CRLF2	64109///64109	3.45314666267556e-05	1.44141422552405
		3.45684538129539e-05	1.35245697985893
		3.45685640564263e-05	-0.51313973290792
		3.45752969617634e-05	-1.37078956928571
ABCA11P///ZNF141	79963///7700	3.45815337424791e-05	-1.34806577721312
RPL5	6125	3.45815337424791e-05	0.656582250394962
		3.46348719788459e-05	1.00743329337457
LYSMD1	388695	3.48344763265059e-05	0.451352371168245
ZDHHC16	84287	3.48736249555467e-05	0.470799393087077
ANXA6	309	3.49275389306624e-05	-1.04497222472107
AFF4	27125	3.49807837858082e-05	-0.569464720536027
		3.51406104811875e-05	-0.315065984666013
LOC401281	401281	3.52207349300687e-05	-0.527379702743252
APOBR	55911	3.52809735841958e-05	-0.879552241878773
ZSCAN29	146050	3.53165912438287e-05	0.491793988676921
		3.53536935302634e-05	0.83130663315805
BAZ1A	11177	3.53796502243044e-05	-0.615670033370463
COL26A1	136227	3.55057904068222e-05	-0.321470358458784
SH3GL1	6455	3.56531468130677e-05	-0.406201423834971
VCL	7414	3.5682487996381e-05	-0.949745681013949
		3.5754399160859e-05	0.463847677541748
UBBP4	23666	3.57605214663309e-05	0.768864670971755
ASIC1	41	3.57794322383479e-05	0.67372595022385
		3.5893783060986e-05	-0.538468732381189
MARCKS	4082	3.59292613683562e-05	-1.18535937267316
C21orf33	8209	3.59549174258743e-05	0.562931375250134
MIR664B///SNORA36A///DKC1	100847052///677817///1736	3.59549174258743e-05	-0.9524263017302
		3.59732136191032e-05	0.324431078576079
PLPP5	84513	3.59732776812577e-05	-0.710918634089752
DPP4	1803	3.60369287507149e-05	-1.54574652862936
PHF5A	84844	3.62182717891581e-05	0.544893293841946
LARGE2	120071	3.62414418616035e-05	-0.623762298455211
RRAGA	10670	3.62795690347364e-05	-0.326783203068838
KCNA3	3738	3.62795690347364e-05	-1.31932475298123
		3.62962616409449e-05	-0.697854138627749
HSP90AA4P	3323	3.63019133631673e-05	0.503187115988199
		3.63021137284042e-05	0.793086937412659
RPS7	6201	3.63463869297183e-05	0.711619098702131
ATP6AP1L	92270	3.63825343521849e-05	0.83221072540801
		3.64802394262749e-05	-0.440346697863758
C16orf74	404550	3.64802394262749e-05	-0.486457261500987
CYB561	1534	3.64975973683181e-05	-0.566248212027894
RNF186	54546	3.64990302966775e-05	-0.442628748073838
		3.65217818060362e-05	-0.256744460178796
C5orf51	285636	3.65294755568756e-05	0.437817855350616
TXNDC11	51061	3.65464773321358e-05	-0.36917433034793
CCDC127	133957	3.67021429633341e-05	0.613128766463614
ZNF439	90594	3.67573604093692e-05	0.903401286183444
C2orf69	205327	3.68503167590337e-05	0.346112926258365
		3.68503167590337e-05	0.665304247930983
SLC20A1	6574	3.68537938698481e-05	0.456071617692833
SMAD6	4091	3.69016907912648e-05	0.622312139210622
ZXDC	79364	3.69094419581776e-05	-0.523638385111028
ZNF264	9422	3.69573183705964e-05	-0.474605841543183
RPS5	6193	3.69616079448173e-05	0.683377531460398
NOL9	79707	3.6980303396145e-05	0.610550761078142
		3.70014262479694e-05	0.797525973249238
MPV17L2	84769	3.70191798290276e-05	0.441250759147328
MPLKIP	136647	3.70404422232676e-05	0.46437228380386
SEPT10	151011	3.70404422232676e-05	-0.645516859071519
		3.71012796242485e-05	0.623277164375111
LINC00665	100506930	3.71045258366662e-05	0.969637191294654
		3.71045258366662e-05	1.03961966010423
XXYLT1	152002	3.71078409789082e-05	0.314971164674056
ACSL1	2180	3.72312374041205e-05	-1.64595086402753
		3.72466691528585e-05	0.645635682135699
NFYC	4802	3.72583390329096e-05	-0.342838608569282
		3.72848428443947e-05	-0.529366038784736
		3.73705428722427e-05	0.822629895774363
PROK1	84432	3.75709098230697e-05	-0.325010318635614
		3.76159568362096e-05	-1.00038367404095
KMT5B	51111	3.76888304390943e-05	-0.441258098922044
MAP3K14-AS1	100133991	3.77109336319231e-05	-0.36791164732541
CHI3L1	1116	3.77720936328003e-05	-1.48929451024763
		3.77773867050104e-05	-0.231549553010729
CECR5	27440	3.78761216163208e-05	0.524621449808153
		3.79139353223368e-05	-0.758299585613625
AGO4	192670	3.79184619689172e-05	-0.755103087181832
		3.79310630308005e-05	-0.730302968770427
PUS1	80324	3.7990777513499e-05	0.581626661440009
GZMA	3001	3.79986931331087e-05	-1.21149153143572
TSHZ3	57616	3.80409105141947e-05	-1.07806758971911
PPP2R1A	5518	3.80966526193693e-05	0.272447738614702
RPL27A	6157	3.8109707354732e-05	0.955395060429822
		3.81192715557181e-05	-0.483359085109422
SMAD2	4087	3.81783795964247e-05	0.455059566917756
GAPT	202309	3.83253634531998e-05	-2.10113494389683
NUPR2	389493	3.83366660927366e-05	-0.359590125583945
RHBG	57127	3.84308057985672e-05	-0.296214045399426
		3.86217182987591e-05	0.533010225383691
HEY1	23462	3.87224170631631e-05	-0.640157842707847
TMEM39A	55254	3.8725242744996e-05	0.331409652613812
CSF2RB	1439	3.8725242744996e-05	-1.40215830346791
		3.88381462668253e-05	0.67068832779081
MBLAC2	153364	3.88502685610637e-05	0.587923204239051
FCER1G	2207	3.88851750666962e-05	-1.95516411952548
LOC440792	440792	3.90898249197584e-05	-0.3854829297386
		3.91440201070541e-05	-0.466791480237441
VLDLR-AS1	401491	3.91440201070541e-05	0.530485289630254
DRP2	1821	3.92057346333501e-05	0.415294199484893
SEC24B	10427	3.92100378587514e-05	-0.338709631279629
PTTG2	10744	3.92791531389983e-05	-0.876885137678526
		3.9303492412279e-05	-0.467282170138031
U2AF1	7307	3.94456407012067e-05	0.257296847375651
ST3GAL2	6483	3.95043122312532e-05	-0.57317624579671
RNF41	10193	3.95429546096195e-05	-0.368682078075451
LRPAP1	4043	3.9586093367459e-05	-0.706269860386017
SUB1	10923	3.95966976663275e-05	0.436235985689439
SEP15	9403	3.96247424635018e-05	-0.448744946435545
		3.96247424635018e-05	0.356029132569996
ZNF277	11179	3.96311087952828e-05	-0.505574851519761
APOA2	336	3.96410565168242e-05	-0.424268021556588
FAM132A	388581	3.96945677616144e-05	-0.303899751522616
		3.96945677616144e-05	-0.468712516115678
RRP7BP	91695	3.97062706990402e-05	0.74597294493814
ZNF648	127665	3.97325641016551e-05	-0.313045870145001
AADAT	51166	3.97395097097974e-05	1.11080572202843
SPRY1	10252	3.97616015351125e-05	0.872512679526906
		3.97845877394299e-05	0.884975302291255
RPL21P28///RPL21P19///RPL21P44///RPL21	100131205///641293///402176///6144	3.99369001130971e-05	0.723016222428752
SLC25A53	401612	3.99678701164192e-05	-0.435707953899698
		4.00682192315205e-05	-0.609486362064902
		4.012018443923e-05	-0.961360652153227
UBE2G1	7326	4.0227353448354e-05	-0.544925223683537
APOO	79135	4.02925066043669e-05	0.834074740285891
MED12L	116931	4.03637469732485e-05	1.41223951283819
TSPEAR	54084	4.04394946472346e-05	-0.352510078615413
		4.0487943402593e-05	0.73172300107456
GPR142	350383	4.05429327230344e-05	-0.286013498615231
CUX1	1523	4.05596256276203e-05	0.433850237037372
C1orf131	128061	4.06459552909624e-05	0.511452272454676
MTMR6	9107	4.06618381103976e-05	-0.516345412088858
MYZAP///GCOM1	100820829///145781	4.07379720796712e-05	-0.557633442554264
IGK///IGKC	50802///3514	4.07643352553192e-05	-0.583832930541214
		4.07669111154929e-05	0.637919153077597
HIST2H2BD///HIST2H2BC///HIST2H2BE	337874///337873///8349	4.08546711184142e-05	0.657153727283392
KBTBD7	84078	4.09395873143127e-05	-0.758607198781693
ATP8A1	10396	4.09395873143127e-05	-0.930181404964246
KLRC2	3822	4.09569588293455e-05	-0.589445691119793
		4.10414609138987e-05	-0.3000516605135
PORCN	64840	4.10431083853035e-05	-0.569281394212409
HEATR3	55027	4.12484814519127e-05	0.730770838711243
SMG9	56006	4.13298216829304e-05	0.432505168274623
TRIM8	81603	4.13401735643993e-05	-0.705623635133198
ARHGEF16	27237	4.14048285840656e-05	-0.282189759103341
GHRL	51738	4.14133101958341e-05	-0.524555527820308
MIR128-2	406916	4.14977146944811e-05	0.510878488564099
COPS8	10920	4.15049171160918e-05	0.5191227387572
CLASRP	11129	4.16112195887281e-05	-0.343488939685505
ASCC1	51008	4.16345399282086e-05	0.460590379370108
TMEM186	25880	4.16630653150835e-05	0.85757406359807
ABHD3	171586	4.16630653150835e-05	-0.76483875742482
RDH11	51109	4.18474670854717e-05	0.53509529011014
UQCC2	84300	4.18737996853136e-05	0.835421809451816
		4.20376876028173e-05	-0.773932379361702
		4.20706230549846e-05	-0.712106201589487
DDOST	1650	4.24781512368996e-05	0.528371570297153
LPAL2	80350	4.25505579694931e-05	-0.631962299853924
		4.25505579694931e-05	0.438040318533702
PCDHB9	56127	4.26585437122244e-05	0.707571594169854
STXBP2	6813	4.28636276298938e-05	-0.636460857846412
DCAF12	25853	4.29527980126058e-05	0.884431174370103
AHR	196	4.30326878539879e-05	-1.89287372449883
PLPP6	403313	4.30621371493418e-05	-0.500731067090468
SLMAP	7871	4.30621371493418e-05	-0.374739574418562
		4.31339627496669e-05	-0.679530598132489
CCDC71L	168455	4.33315829454097e-05	-0.436429640413734
		4.33315829454097e-05	-0.99599868433971
DOC2B	8447	4.37551079351385e-05	-0.489254576306811
PADI6	353238	4.37752877364018e-05	-0.250454087108174
KIAA1033	23325	4.38289405442116e-05	-0.590084694119255
TACO1	51204	4.39482927806949e-05	0.419566098387987
SNX3	8724	4.39482927806949e-05	-0.613659512010547
SLC43A2	124935	4.39682736918388e-05	-1.00159777065475
		4.41296146211648e-05	0.376842930233863
		4.4241725320204e-05	-0.526469648416592
SLC40A1	30061	4.42475149377299e-05	-1.87339131089934
		4.43427348538538e-05	-0.736250374348111
		4.45142599239201e-05	-0.336109060476488
BATF	10538	4.45280407918444e-05	-0.425675892925799
ORC2	4999	4.51109088197429e-05	0.476768601686391
		4.51685072505259e-05	-0.519257446502771
TMEM229B	161145	4.51956075925939e-05	-0.838617230522079
PDCD4	27250	4.52424393598294e-05	-0.669583955757018
CCNL2	81669	4.52428613098626e-05	-0.331214141614522
IL17D	53342	4.52474453283426e-05	-0.330756432173608
NOC3L	64318	4.52756186275319e-05	0.896153352898265
ZNF131	7690	4.54406326174567e-05	0.426664378473091
LOC100289656///DEXI	100289656///28955	4.55072412364417e-05	0.702667792209364
		4.55889901057258e-05	0.693001782864298
KIFAP3	22920	4.56815785057336e-05	0.587334657448235
TMEM191B///TMEM191C///TMEM191A	728229///645426///84222	4.5772950982674e-05	-0.364175493803499
GTF3A	2971	4.57899191245407e-05	0.483136275792234
RPS3A	6189	4.60092349852918e-05	0.591566452196322
METTL4	64863	4.61118316028416e-05	-0.504509165653311
GLOD4	51031	4.61147127821538e-05	1.10061514607688
CERK	64781	4.61954486262056e-05	-0.620238821531375
		4.62485054510233e-05	-0.33000540191704
HAS3	3038	4.63570473139716e-05	-0.292681810260683
		4.65227202728845e-05	0.525096845565711
OR11A1	26531	4.69177576685273e-05	0.227889799868942
EGR2	1959	4.70587064856582e-05	-0.99594171650617
		4.71071059564678e-05	-0.261979375834256
TUBA3FP	113691	4.71154244628864e-05	-0.401299132385304
MPO	4353	4.72267352691242e-05	1.9262962999882
PARG	8505	4.72639760899921e-05	0.676871735960126
		4.7379512660808e-05	0.362315985562313
		4.74125581613219e-05	0.526206552688183
UPF3A	65110	4.75395129627759e-05	0.413832046263899
LOC100132731///KIAA1257	100132731///57501	4.75395129627759e-05	-0.721306866248705
RPL13AP5///RPL13AP3///RPL13AP20///RPL13A	728658///645683///387841///23521	4.75407340725136e-05	0.508145943940278
SLC39A7	7922	4.75821354553037e-05	0.702965941839082
		4.76700584674805e-05	-0.208030123758091
		4.76788141654403e-05	-0.576271297736277
SNX29	92017	4.78646098009436e-05	-0.649227838667083
TSPAN11	441631	4.79395483533829e-05	-0.404060593860363
SIGIRR	59307	4.7944482920499e-05	-0.502033421939388
ECEL1P2	347694	4.79488803543839e-05	-0.336083103508136
		4.80262953489858e-05	0.696123981924009
ESPN	83715	4.803161817941e-05	-0.39779897752047
WHAMMP1///WHAMMP2///WHAMMP3///WHAMM	100288615///440253///339005///123720	4.81529673558727e-05	-0.744603195344002
BLOC1S1-RDH5///RDH5	100528022///5959	4.81838848726022e-05	-0.352508704548899
BNIPL	149428	4.8536329352459e-05	-0.370184839959057
		4.86243921235584e-05	1.24628516474951
		4.89419046309674e-05	-0.493405629477202
BATF2	116071	4.89763037216985e-05	-0.382955077811728
CCDC141	285025	4.90577126315457e-05	-1.13313777622707
		4.90577126315457e-05	0.560759484719473
ULBP1	80329	4.92991452620386e-05	0.724606218643305
C6orf226	441150	4.93491853905137e-05	-0.469457272284823
PLLP	51090	4.93491853905137e-05	-0.433347059895584
		4.97087366326849e-05	-0.401537539961557
		4.97642207875256e-05	-0.365896041278384
LOC100996713///HIST2H2BF///FCGR1B	100996713///440689///2210	4.97642207875256e-05	-0.384053953984266
C21orf59///C21orf59	56683///56683	4.97779715299946e-05	0.577070567865545
RBM14	10432	4.97825994612757e-05	0.495575174826215
PEX3	8504	5.00171219353333e-05	0.743832188584483
MYOG	4656	5.0028180721931e-05	-0.317629645527804
STXBP5L	9515	5.00629453597487e-05	0.89746198492616
VPS45	11311	5.01284652231746e-05	0.724760094174147
LILRA6	79168	5.02375904708548e-05	-1.30627770060182
HMGN4	10473	5.02833309688272e-05	-0.559650882600568
PDRG1	81572	5.02872921579407e-05	0.469354973987842
CANT1	124583	5.04039888520208e-05	-0.553415004185763
COL22A1	169044	5.04112877841633e-05	-0.265395147340604
		5.07175927363757e-05	-0.984507444375471
CLDN3	1365	5.0773425477939e-05	-0.396278701611122
TRIB1	10221	5.08473016357699e-05	-1.34824198708779
		5.09577347760696e-05	-0.314786725382979
H1FNT	341567	5.10590789993559e-05	-0.28554073153728
		5.11592146570596e-05	0.478494061444124
FBXL8	55336	5.12050232175267e-05	-0.294168086948325
HOPX	84525	5.12497111110651e-05	-0.597398466839262
		5.12497111110651e-05	-0.83841665109494
CYTL1	54360	5.1253757107512e-05	1.1027600627454
UMODL1	89766	5.14542139210948e-05	0.402188471805112
DMTF1	9988	5.15508731415624e-05	-0.410486458253882
		5.15512529592091e-05	-0.58781870524334
ERVFRD-1	405754	5.16641665115377e-05	0.656494631221703
KRT6C///KRT6B///KRT6A///KRT5	286887///3854///3853///3852	5.17526407122548e-05	-0.353409169454319
		5.17530483622448e-05	-0.523293078642947
		5.17896878021698e-05	-0.670345848509926
TESK1	7016	5.20782161809229e-05	-0.331012019777223
		5.2195476569234e-05	-0.777048780586447
ZDHHC12	84885	5.2255577475385e-05	-0.413112472910421
		5.25362360464758e-05	0.666461853538174
		5.26632768323913e-05	-0.300623556196673
TMF1	7110	5.27207248846533e-05	-0.45327533186626
		5.29564541566519e-05	0.505350462107098
		5.3005227888343e-05	-0.700486948484178
		5.30168809769552e-05	0.597536597580011
PSD	5662	5.30234583700709e-05	-0.295143552656176
SH2D4B	387694	5.30915347290784e-05	1.05625603668782
		5.31770535200066e-05	-0.645092106108169
		5.35607633321758e-05	-0.317320197074916
		5.38482139992988e-05	-1.18366735824388
		5.38981975225448e-05	-0.54650694952101
LOC100996747///RPS26P11///RPS26///PDPK1	100996747///441502///6231///5170	5.3945869367524e-05	-0.604335673710533
		5.39479671227685e-05	-1.03302654512337
PIEZO1	9780	5.40851281325597e-05	0.526693451120502
		5.41331861924324e-05	0.853416347332379
TRIM23	373	5.41781811356757e-05	-0.530185670939031
		5.44015756784314e-05	-0.501078121303591
		5.44761665568914e-05	-0.203137490692114
ZNF658B///ZNF658	401509///26149	5.44869965621634e-05	-0.541059248913817
HCCS	3052	5.45274667580381e-05	0.436613997984983
MIR492///KRT19P2	574449///160313	5.45804801816532e-05	-0.314053736887895
LHPP	64077	5.45804801816532e-05	-0.455419617405867
TAS2R13	50838	5.46941589084284e-05	0.645917927521189
CIRBP-AS1	148046	5.47520900534702e-05	-0.303342756902379
		5.47987379535223e-05	-0.282522427144647
PLEKHG6	55200	5.49194108174575e-05	-0.288391770458429
LY6G5B	58496	5.50215138620715e-05	-0.496354801921151
SOX10	6663	5.52281432270018e-05	-0.316835183416054
TRIP4	9325	5.52680739134629e-05	-0.390668460978006
MAPK9	5601	5.53210700030864e-05	0.363009847199002
MLC1	23209	5.54748530793897e-05	1.31693498981047
THAP5	168451	5.56531026295752e-05	-0.43249781900519
TRMT6	51605	5.5816242153705e-05	0.522665487689614
		5.58806008359438e-05	-0.748551345985873
PIGZ	80235	5.59563561727653e-05	0.491784385034688
ARF5	381	5.59697386259851e-05	-0.474067975757013
C20orf194	25943	5.60720498890586e-05	0.932460122508134
PSMB3	5691	5.61137787641519e-05	0.580348443030218
		5.61679476646563e-05	0.584509897956558
UBL4A	8266	5.61801457150268e-05	0.44842500038906
GAST	2520	5.62934934689784e-05	-0.333446668068657
RNPC3	55599	5.64711685874942e-05	-0.524382701822279
		5.66074694227269e-05	0.58522981779349
LOC645513///SEPT7P2///SEPT7P9	645513///641977///285961	5.66481000816435e-05	-0.433294585465227
SNHG1///SNORD26	23642///9302	5.67958998450152e-05	0.663261297694444
		5.6921020764441e-05	0.975474889071517
		5.6921020764441e-05	-0.619081210742711
HSP90AB4P	664618	5.7229508266221e-05	0.494538868838191
SMG5	23381	5.72909363383957e-05	0.319354655149828
SNORD116-28	100033820	5.75182162366454e-05	0.705995037682997
ZFP37	7539	5.75401712673688e-05	-0.552693881501522
WDFY1///FAF2	57590///23197	5.78222912480813e-05	-0.598968709179866
		5.78657282989344e-05	-0.423277604894335
CYBRD1	79901	5.78657282989344e-05	1.40647719405149
CCDC169-SOHLH2///CCDC169	100526761///728591	5.79362859859748e-05	0.925451276228501
		5.79999109273323e-05	-0.555171183781512
		5.82237063585041e-05	0.499323938818701
		5.87099950723687e-05	-0.559468360937603
LOC101927051	101927051	5.87283639947509e-05	-0.330643255438946
CNOT6L	246175	5.88646446359836e-05	-0.502783447886998
MRPL21	219927	5.8973401607596e-05	0.508205661155548
FAM86DP///FAM86B2///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	692099///653333///653113///645332///196483///85002///55199	5.91744182633428e-05	0.46894827650617
ALDH3A2	224	5.93131196604027e-05	-0.811132359361347
SNORD116-1	100033413	5.93793833111279e-05	-1.46372769925639
RBM8A	9939	5.94299223928192e-05	0.480382790582871
		5.94308321421694e-05	0.808368840415165
		5.94321224098976e-05	-0.817993176333274
		5.94929209029768e-05	0.543655312864297
		5.95509974327123e-05	-0.310871423498659
LOC440570	440570	5.96250820121244e-05	-0.354821232324691
GSKIP	51527	5.97005326853764e-05	-0.664065851695157
SUMO1P1	391257	5.97767981541099e-05	-0.832820808298592
NATD1	256302	5.98151048724499e-05	-0.541477769858571
CTSG	1511	5.98756125589808e-05	1.54804197514804
PMF1-BGLAP///PMF1	100527963///11243	5.98756125589808e-05	0.322370859110677
		5.9910782378365e-05	-0.437153930438228
TRMT5	57570	5.99432057650884e-05	0.79528280634293
NADK	65220	6.0111477745271e-05	-0.761917263490078
		6.01831937387165e-05	-0.467979190157518
RRS1	23212	6.02928289806447e-05	0.641774260293941
		6.06262718643887e-05	0.872147411077242
SNTB1	6641	6.07057726362775e-05	-1.01886708935758
NYAP2	57624	6.07231462061022e-05	-0.256626180683531
AIDA	64853	6.08896406175702e-05	-0.466005135463433
		6.1070974687726e-05	-0.658512249374219
		6.11011891218246e-05	-0.305079732640265
NUDT16P1	152195	6.11533383913554e-05	-0.606682517932952
PNPLA1	285848	6.13545872749136e-05	-0.50256242628571
LOC401123	401123	6.16121538132887e-05	-0.206488720235651
		6.18037856678992e-05	0.650608376100658
KLHDC8B	200942	6.19442193486807e-05	-0.533584453774716
		6.19873585517604e-05	0.921711066088148
PPP6R2	9701	6.2042432655241e-05	-0.291213178601111
		6.22121224903839e-05	0.442858213115318
		6.22439514664855e-05	1.12189447457537
LY6G5B	58496	6.23415293486816e-05	-0.502186019459145
AREG	374	6.24734352737482e-05	-1.59196551219971
ZNF660	285349	6.24954595061406e-05	0.880824133785267
TUBB2A	7280	6.25995112057254e-05	0.304464287199535
LOC100131860	100131860	6.27519499945602e-05	0.737545056055603
NARFL	64428	6.27718929148438e-05	0.414015063644199
		6.27947361353612e-05	0.873486072763816
PSIP1	11168	6.29510196620537e-05	-0.546719811881996
		6.30224846307086e-05	-0.953631236895942
		6.31183631362136e-05	0.872541133395674
PCED1A	64773	6.32970493720594e-05	-0.576538530321831
ASPHD2	57168	6.33023832281354e-05	-0.591953799272305
UBB	7314	6.34189872306284e-05	0.543645904613445
ATP2C2	9914	6.34322073847631e-05	-0.304182184649384
CASD1	64921	6.37318530523453e-05	0.77317954526229
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	6.37318530523453e-05	-0.638161995318431
RNU6ATAC	100151684	6.40346640339179e-05	-0.473220725876629
PANK3	79646	6.42370100814263e-05	0.320388417873409
		6.42485109329841e-05	-0.319059728070981
BFAR	51283	6.44498247052697e-05	0.326655815090472
GPX1	2876	6.44782200094273e-05	0.960991194764345
		6.4628245536388e-05	0.541812100472375
ZNF320///RPS27///RGS4///RPS27	162967///6232///5999///6232	6.4628245536388e-05	-1.05361907662114
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	6.48407414965594e-05	-0.598183986699623
		6.49953178930329e-05	-0.332994828006971
		6.50620177193433e-05	-0.220178646827998
ATP5J2-PTCD1///PTCD1	100526740///26024	6.51207098526056e-05	0.361381963350439
FKBP8	23770	6.52326891594974e-05	-0.501483581398
ZNF69	7620	6.5233838881146e-05	0.43191222394117
GON7	84520	6.52411621428561e-05	0.405241752596281
HIF1A	3091	6.54203310687719e-05	-0.798506101940104
		6.54443196103176e-05	-0.990650397449848
TNFRSF13B	23495	6.54650175272389e-05	-0.491587645174861
		6.54797357873985e-05	-0.478495790209011
		6.56393491552989e-05	0.498724314547839
FGF22///FGF22	27006///27006	6.57755531636072e-05	-0.328982411295545
C16orf70	80262	6.5805882850481e-05	-0.380122548913456
IWS1	55677	6.58439989677227e-05	0.373885018432861
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	6.60274780836348e-05	-0.418446589689431
NRG2	9542	6.63240785657448e-05	-0.27781428082657
B3GNT3	10331	6.63274755184524e-05	-0.333981370440732
		6.64153356486341e-05	-0.772464475514036
SLC25A11	8402	6.64196351365962e-05	0.349394306124623
FCGR2A	2212	6.64196351365962e-05	-1.98810104931647
		6.65538834259954e-05	-0.543572279859112
FAM210A	125228	6.65538834259954e-05	0.66182765207742
		6.65582257393372e-05	0.736820987601643
TRMT1L	81627	6.69985180827583e-05	-0.58044717932326
RAB14	51552	6.70670929841116e-05	-0.296653494112821
		6.72481426156065e-05	-0.474043231305026
KHK	3795	6.73055309494345e-05	0.453372475846058
		6.73712619815978e-05	0.636993686698911
		6.75683486079205e-05	-0.298995458485249
LNX2	222484	6.7763654267476e-05	0.536271540523155
		6.84278146688473e-05	0.827458315037194
VWA7	80737	6.84365066237419e-05	-0.271288243661902
ERLIN2	11160	6.85565246005088e-05	0.426176303207399
KAT2A	2648	6.86093192683251e-05	0.484099914256033
		6.86132302764348e-05	-0.966868571665294
		6.87523919175732e-05	-0.507422048259611
LINGO3	645191	6.87981278397304e-05	-0.421965527499729
		6.88530537690463e-05	0.457529935510283
KLRC4-KLRK1///KLRC4	100528032///8302	6.88554581560384e-05	-1.22678101446432
		6.88554581560384e-05	-0.562110171616484
		6.89888955688686e-05	-0.358644231340422
FAM35DP///FAM35BP///FAM35A	439965///414241///54537	6.92098782691787e-05	0.536714483357591
C15orf48	84419	6.93798682265917e-05	-0.425940571755587
FBXW5	54461	6.93798682265917e-05	-0.294995918041834
		6.95687275086523e-05	-0.652673234205792
LOC100101478///TMSB15B	100101478///286527	6.96742577231129e-05	0.932502039853922
GPM6B	2824	6.97839357511827e-05	1.18279110965832
TLR4	7099	6.98421731963579e-05	-1.89929458479457
FAM86JP	100125556	6.99675060998169e-05	0.37924031118702
HABP4	22927	7.00165101851374e-05	-0.653270431070265
BPHL	670	7.03116354072787e-05	0.543181625846592
		7.03957634266684e-05	-0.75611929425174
ZNF500	26048	7.05308448335969e-05	-0.26135728115001
KIAA1107	23285	7.08132438454069e-05	-0.765065478606116
SNORD44	26806	7.09101139908046e-05	0.669814274109248
P3H1	64175	7.09402826592158e-05	0.330516771604502
ZNF594	84622	7.09402826592158e-05	0.94781388596192
TACC3	10460	7.09948967556039e-05	0.673371074211344
ZNF562	54811	7.10492678052879e-05	0.521335717940994
ZFR	51663	7.10987566325138e-05	0.3279905034933
		7.10987566325138e-05	-0.450772544021453
C15orf38-AP3S2///AP3S2	100526783///10239	7.11758952598052e-05	-0.379806147315752
AMMECR1L	83607	7.11758952598052e-05	0.346266626767925
ELF3	1999	7.11758952598052e-05	-0.274550475473271
CNGA4	1262	7.11758952598052e-05	-0.320737796761665
BEND6	221336	7.13000263549267e-05	0.53214526451171
LOC100132731	100132731	7.13126612833045e-05	-0.594806636794206
GPR176	11245	7.13228512087656e-05	0.958320789186843
CCT8L2	150160	7.13307749615929e-05	-0.520359193736098
RPL13AP6	644511	7.14202656064579e-05	-0.386664996904701
IMMP2L	83943	7.16498821190887e-05	0.724550911838011
IGFL4	444882	7.16983052875179e-05	-0.239032513441619
		7.20665815182103e-05	-0.400424992426786
		7.22034209908427e-05	0.549959332906133
NKX3-1	4824	7.22691246898145e-05	-0.478752177185053
LRRC37A2///LRRC37A6P///LRRC37A3///LRRC37A4P///LRRC37A	474170///387646///374819///55073///9884	7.24562840215868e-05	-0.505891603206149
		7.25483216628398e-05	0.482164017672808
		7.2564771469644e-05	0.903736503982472
SH3KBP1	30011	7.25774742297973e-05	-0.608689016236905
		7.25935904379467e-05	0.533926463452
ZNF396	252884	7.26035098271045e-05	-0.285938277324335
ZNF284///ZNF223	342909///7766	7.2874684996451e-05	-0.650894953594314
EFHC2	80258	7.29170328245213e-05	-0.878280107962988
