Gene.symbol	Gene.ID	adj.P.Val	logFC
CHUK	1147	0.404062919777327	0.118304993745575
		0.404242532122936	-0.154587464088146
		0.404242532122936	-0.0907639092606889
PRORY	100533178	0.404243490357811	0.0886914536420536
		0.404300030377053	0.0334497962789189
TMEM229A	730130	0.404379228869323	0.10291478493671
		0.404422617744041	0.166119213751295
		0.404713131405253	0.138423126591275
		0.404825124493365	-0.0826814523854837
ALAD	210	0.405080406200687	0.100970011391561
		0.405106132581146	0.0591101414046116
		0.405198293602047	0.0691900216981929
		0.405232579344301	0.122364523500984
FER1L5	90342	0.405254616490729	-0.0638433181578728
		0.405258055673425	0.0938919545202985
GALNT6	11226	0.405302994471053	0.215392616203827
		0.405523617387117	0.0501607262417303
ENTPD5	957	0.405650557464955	0.119517228422668
MET	4233	0.405659832285012	0.0684162332120524
ABCB5	340273	0.405784737365459	0.059272587515109
		0.405861355990908	0.0849034943883442
		0.405972917854247	0.0898712504155164
		0.406033827053835	0.0599015484296426
GRK2	156	0.406033827053835	0.107226193076524
ARHGAP32	9743	0.406033827053835	0.31295913582139
ZDHHC24	254359	0.406033827053835	-0.0913939425324504
		0.406039424240148	-0.0796145998331861
		0.406039424240148	-0.136234727303416
DCT	1638	0.406039424240148	-0.0770085299165029
XAGE1B///XAGE1E	653220///653067	0.406105347744923	0.177098293177364
NTRK3	4916	0.40630904054293	0.083548558819059
		0.406380621650011	-0.0963506300348644
		0.406415853191626	0.0535159329175769
		0.406450284777884	-0.123811555093335
RBMS3	27303	0.406553376330085	0.153491407110137
OR12D2	26529	0.406709749404887	-0.0386050814637939
SPCS1	28972	0.406709749404887	0.0902502397795466
		0.406879226643315	-0.0992897830309296
MAGEA10-MAGEA5///MAGEA5	100533997///4104	0.407045495171314	-0.0780269435617722
		0.407074248581957	-0.0924958969061338
ZDHHC1	29800	0.407083583368102	-0.0789935710570369
		0.407160393874642	0.171799224338462
LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	107984066///100996643///100133920///286297///25902	0.407170545880964	-0.114258808027357
SNORD115-28	100036565	0.407188513257695	0.0336080733536557
		0.407214877241024	0.114957445838366
		0.407256697532455	0.14502927995083
SHISA7	729956	0.40740438323346	-0.072554195536024
TGIF2LY///TGIF2LX	90655///90316	0.40754735787358	-0.152494170683711
		0.407558729774842	0.0386902449819408
PRSS55	203074	0.407579005786446	-0.072292864173074
MIR224///GABRE	407009///2564	0.40761473306652	0.156520919173252
ANXA13	312	0.407859522935091	-0.0598343181253358
		0.408178903086891	0.143899673674951
		0.408215942275354	-0.03630820418112
		0.408658626076773	-0.0730911896495581
FAM180A	389558	0.408658626076773	-0.0598505809558385
TAL2	6887	0.40894381778074	0.0740837924627211
		0.409024420071856	0.107156561920793
		0.40904392140646	0.0424709785181476
C19orf68	374920	0.409067595793368	0.0863235753556237
		0.409100892643433	0.131626388667081
		0.40910356756369	-0.168342253774537
		0.409113300697439	0.0413439627352061
		0.40913125221749	0.0759417488653717
FGF7	2252	0.409281514735682	0.068137621888432
		0.409422332853194	0.0802414372469138
ZBTB34	403341	0.409538534397466	-0.193487613775435
		0.409583450470881	0.0996306265433597
MKKS	8195	0.40992207757995	0.190978562970501
ING2	3622	0.40992207757995	-0.13321257322135
PROSC	11212	0.410133658985608	-0.0984786212299298
		0.410133658985608	-0.194250491547111
		0.410227776878991	-0.0515745990348657
TRIML1	339976	0.410277527790132	-0.0505724117655979
		0.410277527790132	-0.0497061513477552
SNORD114-2	767578	0.410298207288146	0.113533940382263
SULT1E1	6783	0.41032347391407	0.0416026399483282
PSMC4	5704	0.41032347391407	0.0981960917344864
ACTL7A	10881	0.41032347391407	-0.0791957582156253
		0.41032347391407	-0.0740503211214012
		0.410356162126346	-0.136534761453243
		0.410356162126346	0.0768943264945476
HAP1	9001	0.410451114004153	0.150084187676738
CYP2C9	1559	0.410500333519173	0.064767158186839
TTLL4	9654	0.410720437381044	-0.11201908650902
CCDC190	339512	0.410771857961668	0.054670965932953
KIAA1549L	25758	0.411008110571527	0.120216489887182
		0.411016488597078	0.154431896821561
		0.411016488597078	-0.162478481731807
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.411031306804888	-0.0943084379583397
MTERF2	80298	0.411103615601871	0.158151654467727
		0.411173778263656	0.0706437003001961
		0.411468199512443	0.0306850080429104
ANGPT1	284	0.411509469008254	0.295589378811195
CDR2L	30850	0.411519917094149	-0.0690208018957632
		0.411596948050676	0.0251955210123378
TKFC	26007	0.411686443003192	0.0823609095716042
C5orf66	100996485	0.411686443003192	0.0776652183327364
C5orf24	134553	0.411726393190367	0.108298473705885
OTOF	9381	0.411813068936198	-0.0570731975451455
		0.411833971109387	-0.0610260590892175
LRRC61	65999	0.41184172026395	0.133402299033076
GPANK1	7918	0.411953503575219	-0.0754696748968318
		0.412083167464911	0.122151656457358
TAAR9	134860	0.412083167464911	0.05965412959074
GPNMB	10457	0.412175338166809	0.216311776667977
STH	246744	0.412199376612869	-0.0640753340334346
		0.412202224955286	-0.0569599740522082
		0.41220599520758	-0.0776330226697661
		0.41220599520758	0.0538003077377063
		0.412345014074462	0.184621977121219
LINC00313	114038	0.412439726565381	-0.0653555657419975
		0.412552400374542	-0.166381921320758
CMAHP	8418	0.412558575410772	-0.270554724917397
HSD3BP4	128102	0.412563576817161	-0.0989557991019128
FBXO27	126433	0.412590949999006	-0.0689445360631158
LOC105379252///FAM95B1	105379252///100133036	0.412590949999006	0.100846636720724
		0.412618143778269	-0.0765278056635079
		0.412661294837765	0.09794954413338
PLPP3	8613	0.412724514001376	-0.138037922509924
ACSM2A	123876	0.412724514001376	-0.0790478908962977
		0.412827698098363	0.0348428638827105
TPM4	7171	0.412904854429743	0.100353779180944
		0.413006672034448	-0.0628810931047763
UBR1	197131	0.413141130972057	0.0802308047663205
NHLH2	4808	0.413172132590066	0.0522745913073526
		0.413178797114517	0.0646716242925098
SLC4A8	9498	0.413186424646196	-0.198597982519578
		0.413240723976794	0.15321105506294
		0.413462578466195	-0.138845534942964
		0.413650675475155	0.10594697789916
IFNA16	3449	0.413671153022805	-0.0369836209018413
		0.413779965474503	-0.108972840661008
		0.413865985176397	0.0740870791457198
		0.413903983028366	0.070911402898445
		0.413923561072835	-0.044230454500267
		0.414044798006658	0.0259281614380473
PCDHB6	56130	0.414044798006658	-0.0541137963865528
		0.414210118255648	-0.0518388951720001
LOC100507388	100507388	0.414243712327885	-0.117143446671375
SLA2	84174	0.414312387347379	-0.28171134194887
		0.414334952065896	0.0712958726781689
SCN1A	6323	0.414453241264117	0.0501318025136777
CAPS2	84698	0.414502744720132	0.1305812964511
		0.41455069041454	-0.0395918540509568
L3HYPDH	112849	0.414585746618154	-0.155996773235831
ERICH6B	220081	0.414585746618154	-0.0464926371453607
		0.414725497839776	-0.0438178479778273
STARD3NL	83930	0.414925031097395	0.102683056226532
METTL7A	25840	0.414956971442199	-0.277324314891294
LRCH2	57631	0.415032168000854	-0.0748277287566625
THY1	7070	0.415059032634593	0.122342410435906
SNORD114-3	767579	0.415060939708435	0.123057370363133
		0.415060939708435	-0.0474982652116931
		0.415109961323834	-0.151661554667438
ARL17B///ARL17A///NBR2///NBR2	100506084///51326///10230///10230	0.415109961323834	-0.137460719890758
		0.415221315481756	-0.101838795618273
ZNF410	57862	0.415340537516479	-0.0716693553983552
		0.415672737605413	-0.109200520197031
ERV3-1	2086	0.415672737605413	0.247205790640626
		0.415684848660009	0.0821941998889724
LDLRAD2	401944	0.41573094878573	0.1063873138609
LINC00221	338005	0.41577116107982	0.19737927817075
LRRFIP1	9208	0.41577116107982	-0.144796543391565
		0.41577116107982	-0.107988137887536
		0.415831864830648	-0.127140441071514
TEX26	122046	0.415915116824258	0.04077280492276
HEXIM2	124790	0.415915116824258	-0.0590738766567096
DOC2B	8447	0.416060449781112	-0.106773547921151
		0.416417480843464	-0.252389788115326
GDPD2	54857	0.416529156191465	-0.055540922617022
		0.416529156191465	-0.0929207767809768
UBAP1	51271	0.416542188032988	-0.132960188250132
		0.416548220931251	-0.103506337183265
TGIF1	7050	0.416596065536309	-0.164596561049168
TRAM2	9697	0.416596065536309	-0.173743171347033
GPC2	221914	0.416727382951607	-0.153378497198998
RND2	8153	0.416727382951607	0.0839735494233844
		0.417135159945001	-0.104638773934381
		0.417184228879508	0.134659997813158
MIR138-2	406930	0.417196395719256	0.0767829305245833
PUS10	150962	0.417196395719256	0.0990966858412312
		0.417243215153557	0.179049833278204
ERCC3	2071	0.417248680596504	0.0754423160119764
		0.417310831986091	-0.200825519034864
ADH1C	126	0.417331962059459	-0.0702067743102082
C2orf73	129852	0.417514747760172	-0.0528772168178073
		0.417619264841961	-0.094699844954405
RNU11	26824	0.417696557851965	0.187037307995356
OR2M3	127062	0.417696557851965	-0.0638150860668691
KLHL20	27252	0.417763220392025	0.104385880353662
ZFHX4	79776	0.417852441345886	-0.0578965782106198
		0.417890620931281	-0.150948345278739
RPL32P3	132241	0.418032318925057	-0.087619068217232
		0.418032318925057	-0.113016445815481
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.418054545004255	-0.146850781218307
PDHA2	5161	0.418119150384971	0.0721411872099065
SCG3	29106	0.418359463578133	0.111432757887894
		0.418359463578133	0.11128060478956
SPATA31D1///SPATA31D3///SPATA31D4///SPATA31D5P	389763///389762///389761///347127	0.418411056641431	0.0509847639055976
ZNF664-FAM101A///FAM101A	100533183///144347	0.41842801475852	0.0838406642224241
		0.418445836053037	0.159430662958696
		0.418517978654604	0.0506067312036476
OR4C13	283092	0.418517978654604	-0.076228249489005
C11orf72	100505621	0.418605956088977	0.071605139506524
DIS3	22894	0.418606123677572	0.0788917360647243
KDM5A	5927	0.418663075465007	-0.112557256049524
RPL36AL	6166	0.418667531940528	0.157631364220817
		0.418686063938636	0.226464599775438
FGFR4	2264	0.418694974864449	0.0629068163656372
		0.418756084801694	-0.0703170747169626
		0.418916925062084	-0.10060992449419
TMEM174	134288	0.419160433189144	0.0662663184207073
C6orf132	647024	0.419182940126512	-0.1024182236088
		0.419217702763088	0.128442581713928
VPS29	51699	0.41930023657932	-0.0920564855431811
		0.419330713765406	-0.114346805556055
		0.419345769459106	-0.0988278795374544
CSPG4P5///CSPG4P1Y	114817///114758	0.419527818854692	-0.0786868531891658
		0.419679087934223	0.184713030573576
		0.41978999017586	-0.0702563024859653
		0.419834701239942	-0.0697368456794201
		0.419848951235464	0.0931882946481299
SRRM1	10250	0.419939929385522	-0.0804727716413325
TRIM54	57159	0.419966099329327	-0.0829844401543012
		0.420021743903662	0.108682437912035
ZNF442	79973	0.420089539284546	0.120023135122474
CACNA1A	773	0.420105541805691	-0.0629628214934694
HIST2H3D///HIST2H3A///HIST2H3C	653604///333932///126961	0.420199353858725	-0.165147497069908
		0.420225856679186	0.0493268266883593
MAB21L1	4081	0.420226844877916	0.0747832440505984
MROH6	642475	0.420374360023766	-0.0912154785932433
		0.420374360023766	-0.0764350183243332
		0.420375542788364	0.0669158551914903
CNOT3	4849	0.42038666159426	-0.0741023432710515
RNF112	7732	0.420411730108865	-0.0682499586715561
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	644019///445571///220869///150472///55871///644019///445571///220869///55871	0.420435988619939	0.15422946241248
		0.420526046742199	-0.0386045249637053
LOC401191	401191	0.420526046742199	-0.061443898868228
RAB3B	5865	0.420722749202194	0.075744541400856
		0.420889096218454	-0.0943352433491871
CLCN6	1185	0.421038644379313	0.102225587034866
SPANXN5	494197	0.421063387788022	-0.0651635200573937
DGKZ	8525	0.421162771149476	-0.100987908937959
		0.421196158801659	-0.0840732795235111
		0.421360400797806	-0.0462723131630609
		0.421360400797806	-0.0638559194278572
		0.421547706571821	0.109646789215094
PIRT	644139	0.421547706571821	-0.0739639856195238
SENP1	29843	0.421554614294725	0.160079403620065
DBET///DUX4///DUX1///DUX3///DUX5	100419743///100288687///26584///26582///26581	0.421620097667741	-0.0866947193386363
		0.42209131899126	-0.123852014405147
MIR1-1	406904	0.422144626087127	-0.0329915084646886
		0.422219455061672	-0.063601594262114
CHM	1121	0.42227347106829	0.13006209126927
		0.422295414363456	-0.0569247061492915
		0.422313530209603	-0.115667077144282
		0.42231995811263	-0.092792963987844
TULP2	7288	0.422430251657253	-0.0623793012567533
		0.422511618871778	0.113113448795101
HLX	3142	0.42254430811546	0.237076989995352
LAMB4	22798	0.42254430811546	0.0570771345322743
HUS1B	135458	0.42254430811546	0.0900810631893432
		0.422631229188579	-0.260037181586268
LHX5	64211	0.42264078057402	-0.0660331812529931
CORO2B	10391	0.42268725508596	0.192420879505094
KRT24	192666	0.422707121751552	0.0540349969978542
PRKCH	5583	0.422758029031214	-0.374121465370816
CACTIN	58509	0.422889804461407	-0.067054211744499
FDXACB1	91893	0.42290643096358	0.151380762648311
SRCAP	10847	0.422970896266561	-0.0996562315680318
		0.422970896266561	-0.0558407988215621
SLC39A6	25800	0.423106320743667	0.0945767998369424
TRIM51	84767	0.423173679806116	0.0610210754748794
KRTAP5-10	387273	0.423173679806116	-0.0829900702479875
ICA1	3382	0.423320836083587	0.224857558625423
MED7	9443	0.423394939020733	0.121531920787767
		0.423394939020733	-0.0824586573879844
EDDM3B	64184	0.423394939020733	-0.0433236982009664
LOC101060524///DRD5P2///DRD5	101060524///1818///1816	0.423631955052067	-0.0684686578878972
OTOG	340990	0.42363523882588	-0.0594215858027898
MAPKAP1	79109	0.423668024371109	0.0664246995576541
MFSD6	54842	0.423705465805292	0.175049488123723
		0.423705465805292	-0.0310727540314679
ESYT1	23344	0.423734336478389	0.12850626349616
SAMD15	161394	0.42373797399713	0.0694285668281793
RPL23AP5///RPL23AP82///RPL23AP7	729480///284942///118433	0.423750448012191	-0.108460198256214
		0.423853949784802	0.122590441183084
		0.423853949784802	0.0341511655197571
		0.423908564167058	-0.0462222936756675
PIGG	54872	0.424017546146947	-0.0880542071702113
		0.424221736122846	-0.0789237186729848
OR10X1	128367	0.424244820366377	0.0509001966331115
		0.424244820366377	0.0360423213014482
SCARNA1	677774	0.424244820366377	-0.17451870897175
		0.424244820366377	-0.0727754915088408
		0.424244820366377	-0.146148280872697
		0.424255742631778	0.063719663188627
RBBP9	10741	0.424587543954034	0.148304714093866
		0.424596243954892	-0.0772849348987998
PPP1CA	5499	0.424628988878251	0.0806669867625551
		0.424750846442328	0.149358350261041
ZIC4	84107	0.424815696373415	-0.0537549971256936
POU3F2	5454	0.42482217926096	-0.112349603313785
AADACL4	343066	0.424827441301199	0.0763073382379758
		0.424976686765505	-0.0781227790318257
		0.425039432164985	0.0435037629218655
RAB28	9364	0.425150241159597	-0.105614478797786
PDCD6IP	10015	0.425158501695847	-0.0803906319665568
		0.425256433464136	0.060900073228678
		0.42530185448908	0.036165941435724
		0.42530185448908	0.105749113377792
		0.425461765127905	0.0512105989386717
KRTAP5-6	440023	0.425550916865463	-0.0853773282315409
		0.425623162080206	0.0741403570586456
HDHD3	81932	0.425801123251981	-0.110077066332557
		0.425885954558935	-0.141124861446452
SEC11C	90701	0.425926676696476	0.181133259865551
		0.426147967233475	0.266810055388873
		0.42643100092431	0.0403899570452348
C1orf127	148345	0.42643100092431	-0.0684706781911313
PPIL2	23759	0.426487898795395	-0.0664205317133915
		0.426754170190059	0.23471476159968
OR52A4P	390053	0.426814202668555	-0.0643910962883978
		0.42684665434	0.0570873691764726
		0.427066754987335	0.117674316212588
CST13P	164380	0.427258700500357	0.0500893799862339
		0.427371569831517	-0.103659794973185
SATB1	6304	0.427371569831517	-0.233304041044512
LHCGR	3973	0.42754212131464	-0.047959872866616
TMEM121	80757	0.427765150930545	-0.0720571978228186
RAB44	401258	0.427882027688654	0.210976610227427
		0.427910229862168	-0.148985287477205
GPRC5A	9052	0.427910229862168	0.0764143077185766
		0.427910229862168	0.102975804159839
		0.427991902241077	-0.0966490339334878
MOGS	7841	0.428103857344708	-0.0827003112821352
		0.428103857344708	-0.24194809552512
		0.428103857344708	0.0387717714219553
YIPF6	286451	0.428124523168027	0.0931835394067546
		0.428302758609226	-0.0521522116003936
APOA4	337	0.428355176428214	-0.0577522149517273
CTBP2	1488	0.428375581292055	-0.10936627431754
		0.428420400625235	-0.0503339445587345
		0.42855363739476	0.0376960199000518
		0.428727129539899	0.0884165029603086
MMP19	4327	0.428771298687468	0.101609217050062
LOC100131232	100131232	0.428790570268964	-0.0860868424645069
CLIC2	1193	0.428842664327878	0.23784018174665
SPATA20	64847	0.429133435989766	0.156733686047382
IFIT1B	439996	0.429184438680955	0.216791033083139
LPL	4023	0.429209885692961	0.181127104419811
CARMIL2	146206	0.429247455587279	0.151092344338994
		0.429487020086389	-0.225697153609152
OAZ3	51686	0.429519147906902	0.0673872796064736
OLIG3	167826	0.429564398991287	-0.0643168985673124
		0.429643168535308	0.0316362329756825
		0.429702207865804	-0.0824186756400884
DNAJC24	120526	0.429702207865804	0.154160559783482
GBAS	2631	0.429746582781877	0.143994889319869
RPAP2	79871	0.429751006285509	0.135186760263901
STAB2	55576	0.429951617505465	-0.0379093296325763
SLAIN1	122060	0.429971290895549	-0.293385398375825
TRNAU1AP	54952	0.429999588251893	0.0658682888153042
ZNF563	147837	0.430127476716418	-0.105675910587161
		0.430366459950247	-0.134524348847308
ANKRD62	342850	0.430501656508456	0.0572037202535305
		0.430501656508456	-0.101123716124084
ADTRP	84830	0.430537967880903	-0.153203521545146
PTPRM	5797	0.430542120462053	-0.296461992515286
		0.430577845214012	-0.0502054720967267
		0.430657971270807	0.132702074672268
XPNPEP3	63929	0.430719513291099	0.0830765968671523
		0.430843554550843	-0.0860166790752706
SOX5	6660	0.430872243759403	-0.16930525952441
NCOR1P1///NCOR1	149934///9611	0.430956294968859	-0.125066534496514
		0.431003924901398	0.0435510282444138
		0.431003924901398	-0.0653999849932045
		0.431003924901398	0.131672198706777
		0.431003924901398	-0.0423784920979795
GABRB2	2561	0.431003924901398	-0.0709046075324511
		0.431003924901398	0.0705716899089941
LOC100132014	100132014	0.431003924901398	-0.081642122897728
NTN5	126147	0.431003924901398	0.0611419771133574
MIR429	554210	0.431063144453796	-0.0707746863881633
INCA1	388324	0.43107650908471	-0.0722982533999641
TEAD4	7004	0.431274556375627	0.0864999871730721
WFDC10B	280664	0.431456552173679	-0.079318678273375
DPF3	8110	0.431560038473347	0.129120223599141
MYOZ1	58529	0.431620081863466	0.0567105859263366
		0.431623723613983	0.125336194495973
PLA2G6	8398	0.431761024209032	-0.124391840881636
		0.431761024209032	-0.146920401937782
CORO1C	23603	0.431897476596725	0.275263381523866
		0.431954423438805	0.158822763842479
		0.431969335808642	0.112528429152155
KCNQ2	3785	0.431969335808642	0.076727694048631
GATA3	2625	0.431969335808642	-0.300528566431256
		0.431980776522505	-0.0600019222031114
AVPR1A	552	0.431980776522505	0.109340530736994
RTN3	10313	0.432029364617963	0.162088801628822
		0.432034725703374	-0.0847893370942261
		0.432053138710088	0.0299079028952258
		0.432058243548014	0.041788555289112
GMPPB	29925	0.432244250694609	0.080710688198284
		0.432349769115449	-0.116165470081352
POLL	27343	0.432349769115449	-0.101588874989805
SNHG1///SNORD29	23642///9297	0.432457176970573	-0.178127511505634
CNDP1	84735	0.432487350451704	-0.0614391604959761
CNGB1	1258	0.432618800280573	-0.055645406997856
BHMT	635	0.432666548239164	0.0645347398104783
		0.432963244883921	-0.0667400686223845
		0.433237167971753	0.0481365398562503
ATAD2B	54454	0.433262023992878	-0.0807653961425014
		0.433329526004967	-0.139294230252101
		0.433350680840608	0.0327755253486504
		0.433386729051155	-0.138199900217952
		0.433442020539311	0.056951440135526
NXPE2	120406	0.433656009536123	0.0443175264044338
		0.433658199351677	0.057186557314501
		0.433681051901496	0.0625882219715708
CYP3A5	1577	0.433715483817069	0.0718358273270172
DLG5-AS1	100128292	0.433821919363575	-0.0554335988798491
NPPC	4880	0.433844509846469	0.0819533870854672
CLASP1	23332	0.433878303348866	0.0677162093951384
KRTAP10-11	386678	0.433878303348866	-0.0830405262288592
MYOZ2	51778	0.433910061290624	-0.0468444039731835
		0.433931620242443	0.135523987138924
		0.433935301080599	-0.0438577153218307
BMP2K	55589	0.434183575926662	0.185233202589666
NYAP1	222950	0.43420580897649	-0.0715650403436427
		0.434383045404533	0.0328195540790253
		0.434455564205519	-0.212026970069909
BTBD11	121551	0.434687870893501	-0.218180567967279
		0.43480840077503	0.134705520162344
ASCC2	84164	0.435149898664145	-0.0899714188875311
OR10H3	26532	0.435149898664145	-0.0704215593917401
		0.435157033207677	0.0439984539710356
		0.435157033207677	0.0817369792165188
HSH2D	84941	0.435161496597356	-0.277280713058468
C19orf12	83636	0.435171001375643	-0.0726087503311286
CA10	56934	0.435215987508458	0.0490904918803867
PQLC1	80148	0.435279822689484	0.10544775778169
FAM20A	54757	0.435424303119256	-0.0771115438437375
ZNF839	55778	0.435480885691414	0.092572311414445
		0.435501732847995	0.184918564941709
KCNAB2	8514	0.435555881783859	-0.151801950904165
		0.435555881783859	0.211692652533704
		0.435604314800935	-0.12641333956552
FLJ41170///FLJ41170	440200///440200	0.435715020546615	-0.0636832302903647
C2orf80	389073	0.435715020546615	-0.0480397715240453
		0.43577271668903	0.124800361105846
MFSD10	10227	0.43577271668903	-0.117345359799026
		0.435863644135056	0.0956640477477215
ADGRD1	283383	0.435921603363156	-0.118149412826389
HOXD10	3236	0.435984513897299	0.069058415668696
TERF1	7013	0.436244486794265	0.100152582324517
TRIM72	493829	0.43626905376214	0.0738203675515825
CYP26A1	1592	0.43627620038528	0.0701240628828881
		0.43627620038528	0.0677802942889332
MIR125B1	406911	0.436484070985496	0.0997352252803489
SNX17	9784	0.436567133019959	-0.0852914221092416
		0.436688026197347	0.0351633566518852
POM121L10P///POM121L8P///POM121L9P///POM121L1P	646074///29797///29774///25812	0.436688026197347	-0.194562622485069
		0.43683604363623	-0.0346134396903288
REEP2	51308	0.43683604363623	0.0726517371010171
ARMT1	79624	0.43685029341048	-0.151673297353298
		0.437028280583066	-0.0865065087629175
SCN9A	6335	0.437093027457399	0.256426399533346
ZBTB22	9278	0.437196365833726	0.0901032549367056
INTS10	55174	0.437486763239569	0.0912053461162152
		0.437486763239569	0.071226720880206
		0.437486763239569	0.168565518194173
ASAP3	55616	0.437486763239569	0.0841671823606296
LINC00328	51152	0.437486763239569	0.175350466325766
DEFA6	1671	0.437486763239569	-0.0699552175489027
BPIFA2	140683	0.437486763239569	-0.0495170962522806
DLX3	1747	0.437486763239569	-0.063624972873237
TAS2R38	5726	0.437527307580605	-0.0736773880999464
PAX2	5076	0.437732517447216	-0.0533341460616832
		0.437732517447216	0.113418652725191
		0.437746673345487	0.100297398469515
ASPA	443	0.437750705806273	0.0476826747784735
		0.437750705806273	0.121200418590559
PAK5	57144	0.437839743810461	-0.0609205958001073
ANXA8L1///ANXA8	728113///653145	0.437869655917981	0.111543344704094
ARHGEF10	9639	0.437902494304828	0.113798276869659
		0.438111056548855	-0.0516512794183814
APOBEC3C	27350	0.438186365978304	-0.191393673386553
		0.438305552537053	-0.0721515303611637
RGS11	8786	0.438370330757234	-0.0557174843121757
IFNA5	3442	0.438437209941887	-0.05168669452065
CDC34	997	0.438723926557474	-0.115798181540499
MAPK8	5599	0.438773676036876	0.0893901990457735
		0.438850048612984	0.0536424013532986
		0.438876318250284	0.14367363072251
SLC9A3R2	9351	0.438952486820584	0.097709395181302
		0.438960021315016	-0.107993775325586
		0.438960021315016	0.126281880204184
ULBP3	79465	0.438960021315016	0.123364312545326
		0.439089808496352	-0.0582082232100833
CD209///CLEC4M	30835///10332	0.439089808496352	-0.0862196002987687
KIFC3	3801	0.439106800782993	0.0977994263956745
LOC284023	284023	0.439134500363721	0.0821813776792402
KRAS	3845	0.439134500363721	0.127902700506523
UQCRFS1	7386	0.439134500363721	-0.101171769296082
		0.439205546847775	0.0318236665834077
		0.439374220558138	0.0422327188575014
		0.439496694884992	0.122835604192556
		0.439767519111224	-0.0955546646964054
EFHB	151651	0.439785956649287	-0.0457569080368305
C9orf139	401563	0.439785956649287	-0.0904178210150182
SEMA6D	80031	0.439848589924031	0.129962268551758
SERF2-C15ORF63///SERF2	100529067///10169	0.439924820996972	0.0611137292828552
SIAE	54414	0.439926605583476	-0.192982245007686
		0.439972682027088	-0.0644174215503317
		0.439972682027088	0.0941026225753649
		0.440089151630403	0.0803119244187389
KRTAP6-1	337966	0.440419468067856	-0.08009159601108
WIZ	58525	0.440419468067856	-0.0756411772746315
		0.440506574163516	0.0506353201376726
		0.440596456484143	0.0926585187754347
UBE2F-SCLY///SCLY	100533179///51540	0.440798128936688	0.0781305062435225
		0.440798128936688	0.169129673558018
FGF7P3///FGF7P6///FGF7	654466///387628///2252	0.44080968803454	-0.0545567066633286
		0.44080968803454	-0.0895497002356498
PGAP2	27315	0.44098194198193	0.103192364055429
DACT1	51339	0.441004059286589	-0.16444485117826
		0.441041855682381	0.101055625233684
ZNF155	7711	0.441257163106677	-0.118222012699445
ZNF425	155054	0.44133284659903	0.0718133802118741
TCP10L	140290	0.441439253813703	0.0788650705370983
		0.441635777441658	-0.0945157529429652
KPNA7	402569	0.441668296634848	-0.0688197633799383
		0.442019382200879	0.0336864914074742
TNMD	64102	0.442076499020239	-0.0495944857362751
		0.44218364135887	0.078199503618988
OR4A15	81328	0.442195450031003	-0.0454994252658691
CCDC8	83987	0.442326685806172	0.0780469498142331
VWDE	221806	0.442501926507874	0.240478864074559
SLC30A3	7781	0.442549703496041	-0.073332186377975
TIAM1	7074	0.442625059321528	0.225206355683173
		0.442654092412597	0.056924686564098
		0.442654092412597	-0.113846306664401
		0.442654092412597	0.132650432557481
MRPL34	64981	0.442845082714067	-0.0885840631244452
		0.442960042540403	0.119727916301092
FKBP6	8468	0.443036873834956	-0.0676389809685332
ITGAE	3682	0.443036873834956	0.162569456390668
FEZF1	389549	0.443036873834956	-0.0579250601923826
OSBPL6	114880	0.443221737844625	0.142516818508493
RNF113A	7737	0.443276694653203	0.071457292439657
CEP295NL	100653515	0.443562290690767	-0.171266147063829
TINAG	27283	0.443572761081361	0.0406693871605577
		0.4437690256952	-0.106105650147148
ZP4	57829	0.4437690256952	0.0511523342313609
PRAMEF34P///PRAMEF36P///PRAMEF17///PRAMEF10///PRAMEF2	649324///645354///391004///343071///65122	0.443775044513229	0.0520157013808298
		0.443775044513229	-0.0546699031696765
LOC102724238///LOC554249///GLIDR	102724238///554249///389741	0.443821371458347	0.109712106336313
		0.443947543032868	-0.105682656710176
TRMT12	55039	0.443958558568278	-0.126538376823879
		0.443958558568278	0.101931017603077
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4	653427///653404///286380///200350///2298	0.443962684264274	0.0860071417296613
		0.44409493003633	0.0438203335542648
		0.44409493003633	0.087062759471483
ARPC3	10094	0.444102045622397	-0.136068054884859
		0.444127018865257	-0.0393480336570704
		0.444240338213061	0.059697163228857
NDUFB1	4707	0.444259502683059	0.113859369437691
MAP2	4133	0.444323790056595	0.123332330792599
SGK223	157285	0.444323790056595	-0.108757133882173
		0.444323790056595	-0.123572788265332
		0.444323790056595	0.0835604994602202
		0.444323790056595	0.0943700807014096
FXYD6-FXYD2///FXYD2	100533181///486	0.444463833690678	0.137805136462188
		0.444494875111473	0.0574814652170592
		0.44452375628243	0.158701277282675
HSD3B1	3283	0.444736478466346	-0.0652904486849653
CFAP61	26074	0.444783702397338	0.0724216649717513
		0.444798519469485	-0.0933192485018797
